fecha_entrada,fecha_salida,direccion,retorno_pct,retorno_R,stop_pct,resultado
2024-04-02 02:34:00,2024-04-02 02:38:00,CORTO,0.971,1.979,0.491,GANADOR
2024-04-02 02:47:00,2024-04-02 02:55:00,CORTO,1.23,2.494,0.493,GANADOR
2024-04-02 03:57:00,2024-04-02 04:34:00,CORTO,1.845,3.763,0.49,GANADOR
2024-04-03 00:37:00,2024-04-03 00:39:00,CORTO,-0.553,-1.094,0.505,PERDEDOR
2024-04-07 15:07:00,2024-04-07 15:36:00,LARGO,-0.35,-0.698,0.501,PERDEDOR
2024-04-07 15:55:00,2024-04-07 17:02:00,LARGO,0.267,0.536,0.499,GANADOR
2024-04-07 17:19:00,2024-04-07 18:03:00,LARGO,-0.16,-0.318,0.501,PERDEDOR
2024-04-08 07:34:00,2024-04-08 08:23:00,LARGO,1.035,2.06,0.502,GANADOR
2024-04-08 08:52:00,2024-04-08 09:05:00,LARGO,1.933,3.778,0.512,GANADOR
2024-04-08 09:16:00,2024-04-08 09:41:00,LARGO,2.604,5.062,0.514,GANADOR
2024-04-12 17:28:00,2024-04-12 17:28:00,CORTO,-0.602,-1.199,0.502,PERDEDOR
2024-04-12 18:33:00,2024-04-12 18:36:00,CORTO,2.744,5.569,0.493,GANADOR
2024-04-12 18:46:00,2024-04-12 18:48:00,CORTO,1.503,3.05,0.493,GANADOR
2024-04-13 19:53:00,2024-04-13 19:53:00,CORTO,-0.597,-1.201,0.497,PERDEDOR
2024-04-13 20:03:00,2024-04-13 20:05:00,CORTO,1.465,3.046,0.481,GANADOR
2024-04-13 20:16:00,2024-04-13 20:19:00,CORTO,3.747,7.851,0.477,GANADOR
2024-04-17 14:23:00,2024-04-17 14:25:00,CORTO,-0.385,-0.767,0.502,PERDEDOR
2024-04-17 14:33:00,2024-04-17 14:35:00,CORTO,0.112,0.221,0.504,GANADOR
2024-04-17 14:54:00,2024-04-17 15:01:00,CORTO,-0.334,-0.668,0.5,PERDEDOR
2024-04-21 03:07:00,2024-04-21 03:25:00,LARGO,-0.289,-0.578,0.501,PERDEDOR
2024-04-22 03:46:00,2024-04-22 03:58:00,LARGO,-0.005,-0.01,0.5,PERDEDOR
2024-04-22 04:01:00,2024-04-22 04:15:00,LARGO,-0.348,-0.697,0.499,PERDEDOR
2024-04-22 05:24:00,2024-04-22 07:14:00,LARGO,0.605,1.205,0.502,GANADOR
2024-04-25 13:05:00,2024-04-25 13:25:00,CORTO,-0.044,-0.087,0.499,PERDEDOR
2024-04-25 13:31:00,2024-04-25 13:35:00,CORTO,-0.192,-0.382,0.502,PERDEDOR
2024-04-27 01:18:00,2024-04-27 02:06:00,CORTO,-0.113,-0.226,0.499,PERDEDOR
2024-04-27 10:42:00,2024-04-27 12:07:00,CORTO,-0.39,-0.78,0.5,PERDEDOR
2024-04-27 16:29:00,2024-04-27 17:40:00,CORTO,-0.485,-0.971,0.5,PERDEDOR
2024-04-29 04:01:00,2024-04-29 04:43:00,CORTO,-0.448,-0.896,0.5,PERDEDOR
2024-04-29 05:33:00,2024-04-29 05:53:00,CORTO,-0.106,-0.213,0.5,PERDEDOR
2024-04-29 06:33:00,2024-04-29 07:19:00,CORTO,0.142,0.285,0.498,GANADOR
2024-04-30 09:35:00,2024-04-30 10:59:00,CORTO,-0.087,-0.174,0.5,PERDEDOR
2024-04-30 11:43:00,2024-04-30 12:14:00,CORTO,1.042,2.105,0.495,GANADOR
2024-04-30 12:16:00,2024-04-30 14:01:00,CORTO,1.292,2.604,0.496,GANADOR
2024-05-01 07:05:00,2024-05-01 07:10:00,CORTO,1.189,2.4,0.495,GANADOR
2024-05-01 07:16:00,2024-05-01 07:27:00,CORTO,1.934,3.943,0.49,GANADOR
2024-05-01 07:32:00,2024-05-01 07:37:00,CORTO,2.774,5.685,0.488,GANADOR
2024-05-16 11:59:00,2024-05-16 12:06:00,LARGO,-0.435,-0.869,0.5,PERDEDOR
2024-05-17 14:58:00,2024-05-17 15:48:00,LARGO,0.472,0.942,0.501,GANADOR
2024-05-17 20:01:00,2024-05-18 07:56:00,LARGO,0.11,0.22,0.501,GANADOR
2024-05-19 10:33:00,2024-05-19 10:49:00,LARGO,-0.346,-0.691,0.501,PERDEDOR
2024-05-20 16:01:00,2024-05-20 16:11:00,LARGO,-0.166,-0.333,0.499,PERDEDOR
2024-05-20 16:20:00,2024-05-20 17:28:00,LARGO,0.885,1.766,0.501,GANADOR
2024-05-20 18:01:00,2024-05-20 19:27:00,LARGO,2.105,4.161,0.506,GANADOR
2024-05-21 00:17:00,2024-05-21 00:20:00,LARGO,0.041,0.082,0.5,GANADOR
2024-05-31 16:02:00,2024-05-31 16:29:00,CORTO,0.106,0.213,0.497,GANADOR
2024-06-03 12:40:00,2024-06-03 13:53:00,LARGO,0.469,0.938,0.501,GANADOR
2024-06-03 14:01:00,2024-06-03 14:22:00,LARGO,0.189,0.374,0.504,GANADOR
2024-06-03 14:31:00,2024-06-03 14:40:00,LARGO,-0.575,-1.155,0.498,PERDEDOR
2024-06-04 15:51:00,2024-06-04 17:04:00,LARGO,0.484,0.966,0.501,GANADOR
2024-06-04 19:42:00,2024-06-05 02:02:00,LARGO,0.848,1.695,0.501,GANADOR
2024-06-05 02:32:00,2024-06-05 06:02:00,LARGO,-0.37,-0.741,0.499,PERDEDOR
2024-06-05 06:53:00,2024-06-05 08:48:00,LARGO,-0.227,-0.455,0.5,PERDEDOR
2024-06-05 12:50:00,2024-06-05 13:37:00,LARGO,-0.472,-0.947,0.499,PERDEDOR
2024-08-08 22:55:00,2024-08-08 23:02:00,LARGO,0.328,0.655,0.502,GANADOR
2024-08-15 18:19:00,2024-08-15 18:21:00,CORTO,-0.421,-0.84,0.502,PERDEDOR
2024-08-15 19:12:00,2024-08-15 19:15:00,CORTO,0.455,0.917,0.496,GANADOR
2024-08-15 19:37:00,2024-08-15 19:40:00,CORTO,1.095,2.218,0.494,GANADOR
2024-08-20 00:29:00,2024-08-20 00:39:00,LARGO,0.095,0.19,0.5,GANADOR
2024-08-20 00:46:00,2024-08-20 01:10:00,LARGO,0.495,0.986,0.502,GANADOR
2024-08-20 01:17:00,2024-08-20 02:08:00,LARGO,0.127,0.253,0.503,GANADOR
2024-08-21 19:40:00,2024-08-21 20:06:00,LARGO,0.076,0.152,0.498,GANADOR
2024-08-21 20:16:00,2024-08-21 20:28:00,LARGO,-0.255,-0.512,0.499,PERDEDOR
2024-08-23 14:10:00,2024-08-23 14:16:00,LARGO,0.182,0.363,0.502,GANADOR
2024-08-23 14:31:00,2024-08-23 14:40:00,LARGO,-0.562,-1.126,0.499,PERDEDOR
2024-08-23 17:17:00,2024-08-23 18:05:00,LARGO,1.716,3.433,0.5,GANADOR
2024-08-25 23:13:00,2024-08-25 23:18:00,LARGO,-0.599,-1.2,0.499,PERDEDOR
2024-08-27 22:07:00,2024-08-27 22:07:00,CORTO,-0.588,-1.205,0.488,PERDEDOR
2024-08-27 22:16:00,2024-08-27 22:19:00,CORTO,1.272,2.58,0.493,GANADOR
2024-08-27 22:32:00,2024-08-27 22:39:00,CORTO,1.047,2.116,0.495,GANADOR
2024-08-28 16:20:00,2024-08-28 16:27:00,CORTO,-0.217,-0.432,0.503,PERDEDOR
2024-09-01 14:14:00,2024-09-01 14:17:00,CORTO,-0.193,-0.387,0.498,PERDEDOR
2024-09-01 22:22:00,2024-09-01 22:45:00,CORTO,0.209,0.42,0.498,GANADOR
2024-09-01 23:01:00,2024-09-02 00:16:00,CORTO,0.298,0.599,0.496,GANADOR
2024-09-02 00:52:00,2024-09-02 00:59:00,CORTO,-0.545,-1.084,0.502,PERDEDOR
2024-09-04 00:59:00,2024-09-04 01:05:00,CORTO,1.996,3.993,0.5,GANADOR
2024-09-04 01:29:00,2024-09-04 01:36:00,CORTO,0.752,1.524,0.494,GANADOR
2024-09-04 05:16:00,2024-09-04 06:27:00,CORTO,1.084,2.193,0.494,GANADOR
2024-09-06 07:24:00,2024-09-06 07:42:00,CORTO,-0.024,-0.048,0.5,PERDEDOR
2024-09-06 14:07:00,2024-09-06 14:18:00,CORTO,0.633,1.277,0.496,GANADOR
2024-09-06 14:47:00,2024-09-06 14:58:00,CORTO,1.588,3.228,0.492,GANADOR
2024-11-12 06:46:00,2024-11-12 07:01:00,LARGO,-0.304,-0.607,0.5,PERDEDOR
2024-11-12 07:16:00,2024-11-12 07:29:00,LARGO,-0.253,-0.507,0.499,PERDEDOR
2024-11-12 19:31:00,2024-11-12 19:38:00,LARGO,-0.29,-0.582,0.498,PERDEDOR
2024-11-13 14:31:00,2024-11-13 14:36:00,LARGO,0.357,0.708,0.504,GANADOR
2024-11-13 14:47:00,2024-11-13 14:55:00,LARGO,1.278,2.516,0.508,GANADOR
2024-11-13 15:01:00,2024-11-13 15:03:00,LARGO,0.852,1.684,0.506,GANADOR
2024-11-19 13:02:00,2024-11-19 13:23:00,LARGO,-0.372,-0.743,0.501,PERDEDOR
2024-11-19 16:28:00,2024-11-19 16:38:00,LARGO,-0.48,-0.96,0.5,PERDEDOR
2024-11-19 17:09:00,2024-11-19 17:22:00,LARGO,-0.206,-0.411,0.501,PERDEDOR
2024-11-20 13:16:00,2024-11-20 14:24:00,LARGO,0.07,0.14,0.502,GANADOR
2024-11-20 14:31:00,2024-11-20 14:37:00,LARGO,0.211,0.421,0.501,GANADOR
2024-11-20 14:46:00,2024-11-20 14:55:00,LARGO,0.253,0.502,0.503,GANADOR
2024-11-21 00:29:00,2024-11-21 02:07:00,LARGO,-0.504,-1.008,0.5,PERDEDOR
2024-11-21 03:17:00,2024-11-21 04:16:00,LARGO,1.678,3.327,0.504,GANADOR
2024-11-21 04:31:00,2024-11-21 05:03:00,LARGO,2.346,4.602,0.51,GANADOR
2024-11-22 03:16:00,2024-11-22 03:29:00,LARGO,-0.329,-0.66,0.498,PERDEDOR
2024-11-22 07:17:00,2024-11-22 08:19:00,LARGO,-0.219,-0.437,0.501,PERDEDOR
2024-11-22 16:55:00,2024-11-22 18:29:00,LARGO,-0.284,-0.568,0.499,PERDEDOR
2024-11-26 08:21:00,2024-11-26 08:24:00,CORTO,-0.438,-0.878,0.499,PERDEDOR
2024-11-26 08:31:00,2024-11-26 08:44:00,CORTO,-0.308,-0.615,0.501,PERDEDOR
2024-11-26 10:47:00,2024-11-26 11:07:00,CORTO,-0.023,-0.046,0.498,PERDEDOR
2024-12-03 13:53:00,2024-12-03 14:07:00,CORTO,0.151,0.305,0.496,GANADOR
2024-12-03 14:17:00,2024-12-03 14:38:00,CORTO,0.263,0.527,0.499,GANADOR
2024-12-04 20:21:00,2024-12-04 20:28:00,LARGO,-0.378,-0.759,0.497,PERDEDOR
2024-12-04 20:36:00,2024-12-04 21:13:00,LARGO,-0.09,-0.18,0.502,PERDEDOR
2024-12-04 21:25:00,2024-12-04 21:34:00,LARGO,-0.465,-0.931,0.5,PERDEDOR
2024-12-05 02:29:00,2024-12-05 02:34:00,LARGO,0.39,0.779,0.5,GANADOR
2024-12-05 02:46:00,2024-12-05 02:49:00,LARGO,1.785,3.498,0.51,GANADOR
2024-12-05 03:01:00,2024-12-05 03:10:00,LARGO,3.585,6.911,0.519,GANADOR
2024-12-12 16:01:00,2024-12-12 16:28:00,LARGO,0.007,0.014,0.502,GANADOR
2024-12-14 01:25:00,2024-12-14 01:41:00,LARGO,-0.541,-1.081,0.5,PERDEDOR
2025-03-09 22:12:00,2025-03-09 22:20:00,CORTO,-0.555,-1.109,0.501,PERDEDOR
2025-03-09 22:48:00,2025-03-09 23:10:00,CORTO,1.203,2.442,0.493,GANADOR
2025-03-09 23:18:00,2025-03-09 23:35:00,CORTO,0.586,1.186,0.494,GANADOR
2025-03-10 14:16:00,2025-03-10 14:19:00,CORTO,0.213,0.427,0.499,GANADOR
2025-03-10 14:31:00,2025-03-10 14:37:00,CORTO,-0.009,-0.018,0.498,PERDEDOR
2025-03-10 16:40:00,2025-03-10 17:10:00,CORTO,1.502,3.03,0.496,GANADOR
2025-03-11 00:29:00,2025-03-11 00:36:00,CORTO,0.077,0.153,0.499,GANADOR
2025-03-11 00:46:00,2025-03-11 00:53:00,CORTO,0.423,0.843,0.502,GANADOR
2025-03-19 18:53:00,2025-03-19 19:02:00,LARGO,0.097,0.193,0.502,GANADOR
2025-03-19 19:16:00,2025-03-19 19:23:00,LARGO,-0.118,-0.236,0.498,PERDEDOR
2025-03-19 20:07:00,2025-03-19 20:39:00,LARGO,0.072,0.144,0.502,GANADOR
2025-03-20 00:03:00,2025-03-20 00:22:00,LARGO,-0.073,-0.146,0.502,PERDEDOR
2025-03-24 08:49:00,2025-03-24 12:01:00,LARGO,-0.178,-0.356,0.5,PERDEDOR
2025-03-24 12:17:00,2025-03-24 14:27:00,LARGO,0.889,1.781,0.499,GANADOR
2025-03-24 14:31:00,2025-03-24 15:01:00,LARGO,0.362,0.717,0.504,GANADOR
2025-03-28 16:17:00,2025-03-28 18:00:00,CORTO,-0.288,-0.575,0.5,PERDEDOR
2025-03-28 19:01:00,2025-03-28 20:38:00,CORTO,-0.321,-0.644,0.499,PERDEDOR
2025-03-29 09:46:00,2025-03-29 12:21:00,CORTO,1.269,2.538,0.5,GANADOR
2025-03-29 13:03:00,2025-03-29 17:27:00,CORTO,1.698,3.434,0.494,GANADOR
2025-03-29 17:31:00,2025-03-29 18:32:00,CORTO,1.16,2.359,0.492,GANADOR
2025-03-30 22:08:00,2025-03-30 22:23:00,CORTO,-0.507,-1.011,0.502,PERDEDOR
2025-03-31 00:41:00,2025-03-31 01:03:00,CORTO,-0.275,-0.551,0.499,PERDEDOR
2025-03-31 09:14:00,2025-03-31 10:23:00,CORTO,-0.298,-0.597,0.5,PERDEDOR
2025-04-02 20:14:00,2025-04-02 20:17:00,LARGO,0.602,1.199,0.502,GANADOR
2025-04-06 17:43:00,2025-04-06 17:46:00,CORTO,-0.187,-0.374,0.499,PERDEDOR
2025-04-06 18:01:00,2025-04-06 18:22:00,CORTO,1.347,2.724,0.494,GANADOR
2025-04-06 18:31:00,2025-04-06 18:55:00,CORTO,2.552,5.238,0.487,GANADOR
2025-04-07 04:36:00,2025-04-07 04:47:00,CORTO,0.034,0.068,0.498,GANADOR
2025-04-07 05:06:00,2025-04-07 05:11:00,CORTO,0.032,0.065,0.499,GANADOR
2025-04-07 05:16:00,2025-04-07 05:19:00,CORTO,-0.275,-0.549,0.5,PERDEDOR
2025-04-11 17:39:00,2025-04-11 18:19:00,LARGO,-0.094,-0.187,0.501,PERDEDOR
2025-04-11 20:31:00,2025-04-11 21:30:00,LARGO,0.015,0.03,0.501,GANADOR
2025-04-12 13:43:00,2025-04-12 14:42:00,LARGO,0.534,1.071,0.499,GANADOR
2025-04-12 14:46:00,2025-04-12 16:06:00,LARGO,0.726,1.442,0.503,GANADOR
2025-04-12 18:31:00,2025-04-12 20:54:00,LARGO,1.336,2.648,0.504,GANADOR
2025-04-13 01:31:00,2025-04-13 01:47:00,LARGO,-0.599,-1.201,0.499,PERDEDOR
2025-04-15 13:39:00,2025-04-15 13:54:00,LARGO,-0.175,-0.349,0.5,PERDEDOR
2025-04-21 00:26:00,2025-04-21 00:36:00,LARGO,0.778,1.547,0.503,GANADOR
2025-04-21 00:46:00,2025-04-21 02:43:00,LARGO,1.765,3.489,0.506,GANADOR
2025-04-21 04:29:00,2025-04-21 09:28:00,LARGO,1.907,3.748,0.509,GANADOR
2025-04-22 01:20:00,2025-04-22 01:27:00,LARGO,-0.207,-0.415,0.499,PERDEDOR
2025-04-22 08:05:00,2025-04-22 13:30:00,LARGO,0.914,1.827,0.5,GANADOR
2025-04-22 13:46:00,2025-04-22 13:56:00,LARGO,1.605,3.148,0.51,GANADOR
2025-04-23 07:37:00,2025-04-23 09:39:00,LARGO,0.021,0.042,0.499,GANADOR
2025-04-23 09:47:00,2025-04-23 10:01:00,LARGO,-0.353,-0.706,0.5,PERDEDOR
2025-04-23 13:18:00,2025-04-23 13:35:00,LARGO,-0.235,-0.47,0.501,PERDEDOR
2025-04-25 12:01:00,2025-04-25 12:29:00,LARGO,-0.272,-0.544,0.501,PERDEDOR
2025-04-25 12:37:00,2025-04-25 12:54:00,LARGO,-0.405,-0.81,0.501,PERDEDOR
2025-04-25 13:49:00,2025-04-25 14:22:00,LARGO,0.114,0.228,0.499,GANADOR
2025-05-01 09:51:00,2025-05-01 11:25:00,LARGO,0.201,0.403,0.5,GANADOR
2025-05-01 12:24:00,2025-05-01 13:35:00,LARGO,0.563,1.118,0.503,GANADOR
2025-05-01 14:01:00,2025-05-01 15:48:00,LARGO,1.317,2.617,0.503,GANADOR
2025-05-02 14:36:00,2025-05-02 15:22:00,LARGO,-0.12,-0.239,0.5,PERDEDOR
2025-05-02 16:02:00,2025-05-02 17:01:00,LARGO,-0.222,-0.444,0.501,PERDEDOR
2025-05-06 13:52:00,2025-05-06 14:01:00,CORTO,-0.416,-0.832,0.5,PERDEDOR
2025-05-08 00:59:00,2025-05-08 01:11:00,LARGO,0.047,0.095,0.5,GANADOR
2025-05-08 02:06:00,2025-05-08 05:15:00,LARGO,1.133,2.257,0.502,GANADOR
2025-05-08 06:17:00,2025-05-08 12:35:00,LARGO,1.625,3.213,0.506,GANADOR
2025-05-09 07:48:00,2025-05-09 07:53:00,LARGO,-0.432,-0.867,0.498,PERDEDOR
2025-10-16 09:35:00,2025-10-16 09:43:00,CORTO,-0.571,-1.127,0.507,PERDEDOR
2025-10-16 15:41:00,2025-10-16 15:50:00,CORTO,0.511,1.026,0.498,GANADOR
2025-10-16 16:25:00,2025-10-16 16:41:00,CORTO,1.308,2.654,0.493,GANADOR
2025-10-17 06:36:00,2025-10-17 08:18:00,CORTO,2.157,4.33,0.498,GANADOR
2025-10-17 08:31:00,2025-10-17 08:36:00,CORTO,1.608,3.29,0.489,GANADOR
2025-10-17 09:09:00,2025-10-17 09:34:00,CORTO,1.78,3.635,0.49,GANADOR
2025-10-21 14:57:00,2025-10-21 15:02:00,LARGO,-0.167,-0.333,0.501,PERDEDOR
2025-10-21 15:16:00,2025-10-21 15:37:00,LARGO,0.61,1.21,0.505,GANADOR
2025-10-21 15:46:00,2025-10-21 16:41:00,LARGO,1.247,2.463,0.506,GANADOR
2025-10-26 22:03:00,2025-10-26 22:05:00,LARGO,0.554,1.102,0.502,GANADOR
2025-10-26 22:16:00,2025-10-27 02:31:00,LARGO,0.602,1.201,0.501,GANADOR
2025-10-27 05:46:00,2025-10-27 07:31:00,LARGO,0.209,0.417,0.5,GANADOR
2025-10-27 10:20:00,2025-10-27 13:35:00,LARGO,-0.534,-1.068,0.5,PERDEDOR
2025-10-27 17:46:00,2025-10-27 19:01:00,LARGO,-0.297,-0.593,0.501,PERDEDOR
2025-10-29 18:39:00,2025-10-29 18:39:00,CORTO,-0.6,-1.2,0.5,PERDEDOR
2025-10-30 04:26:00,2025-10-30 04:35:00,CORTO,0.609,1.229,0.496,GANADOR
2025-10-30 04:59:00,2025-10-30 05:14:00,CORTO,0.17,0.342,0.497,GANADOR
2025-10-30 12:18:00,2025-10-30 13:50:00,CORTO,1.121,2.252,0.498,GANADOR
2025-11-03 15:27:00,2025-11-03 15:30:00,CORTO,0.213,0.428,0.498,GANADOR
2025-11-03 15:47:00,2025-11-03 16:11:00,CORTO,0.346,0.696,0.497,GANADOR
2025-11-03 16:16:00,2025-11-03 16:20:00,CORTO,-0.113,-0.226,0.5,PERDEDOR
2025-11-04 05:39:00,2025-11-04 06:14:00,CORTO,0.505,1.014,0.498,GANADOR
2025-11-04 06:16:00,2025-11-04 08:22:00,CORTO,0.891,1.788,0.498,GANADOR
2025-11-04 08:32:00,2025-11-04 11:07:00,CORTO,1.063,2.145,0.496,GANADOR
2025-11-10 00:21:00,2025-11-10 01:21:00,LARGO,0.536,1.071,0.5,GANADOR
2025-11-10 01:31:00,2025-11-10 02:01:00,LARGO,0.084,0.168,0.502,GANADOR
2025-11-10 03:04:00,2025-11-10 08:33:00,LARGO,0.448,0.892,0.502,GANADOR
2025-11-11 01:18:00,2025-11-11 01:25:00,LARGO,0.189,0.377,0.501,GANADOR
2025-11-11 01:32:00,2025-11-11 01:56:00,LARGO,-0.499,-1.001,0.499,PERDEDOR
2025-11-11 02:32:00,2025-11-11 02:49:00,LARGO,-0.169,-0.338,0.501,PERDEDOR
2025-11-13 16:19:00,2025-11-13 16:34:00,CORTO,-0.481,-0.96,0.501,PERDEDOR
2025-11-13 17:42:00,2025-11-13 18:18:00,CORTO,1.235,2.491,0.496,GANADOR
2025-11-13 18:36:00,2025-11-13 18:42:00,CORTO,2.041,4.173,0.489,GANADOR
2025-11-14 04:34:00,2025-11-14 04:39:00,CORTO,0.424,0.852,0.498,GANADOR
2025-11-14 04:46:00,2025-11-14 04:50:00,CORTO,0.152,0.305,0.499,GANADOR
2025-11-14 05:01:00,2025-11-14 05:19:00,CORTO,0.048,0.096,0.497,GANADOR
2025-11-16 17:56:00,2025-11-16 17:59:00,CORTO,-0.465,-0.926,0.502,PERDEDOR
2025-11-16 18:48:00,2025-11-16 19:01:00,CORTO,-0.364,-0.728,0.5,PERDEDOR
2025-11-16 22:33:00,2025-11-16 22:49:00,CORTO,-0.079,-0.159,0.498,PERDEDOR
2025-11-17 17:44:00,2025-11-17 18:05:00,CORTO,-0.143,-0.286,0.499,PERDEDOR
2025-11-17 19:01:00,2025-11-17 19:35:00,CORTO,0.578,1.165,0.496,GANADOR
2025-11-17 20:01:00,2025-11-17 20:05:00,CORTO,1.304,2.656,0.491,GANADOR
2025-11-18 02:05:00,2025-11-18 02:20:00,CORTO,-0.053,-0.106,0.499,PERDEDOR
2025-11-18 02:51:00,2025-11-18 03:31:00,CORTO,1.044,2.098,0.498,GANADOR
2025-11-18 04:16:00,2025-11-18 04:48:00,CORTO,1.578,3.204,0.493,GANADOR
2025-11-19 17:34:00,2025-11-19 17:42:00,CORTO,-0.172,-0.344,0.5,PERDEDOR
2025-11-19 17:46:00,2025-11-19 17:59:00,CORTO,-0.396,-0.79,0.501,PERDEDOR
2025-11-20 16:12:00,2025-11-20 16:24:00,CORTO,-0.214,-0.428,0.5,PERDEDOR
2025-11-20 17:13:00,2025-11-20 17:22:00,CORTO,1.458,2.968,0.491,GANADOR
2025-11-20 17:36:00,2025-11-20 17:38:00,CORTO,1.808,3.694,0.49,GANADOR
2025-11-21 02:53:00,2025-11-21 03:05:00,CORTO,0.162,0.326,0.497,GANADOR
2025-11-21 03:20:00,2025-11-21 03:36:00,CORTO,0.071,0.143,0.498,GANADOR
2025-11-21 04:04:00,2025-11-21 04:43:00,CORTO,0.115,0.231,0.498,GANADOR
2025-11-26 17:42:00,2025-11-26 18:34:00,LARGO,0.712,1.42,0.501,GANADOR
2025-11-26 21:01:00,2025-11-26 22:37:00,LARGO,0.993,1.971,0.503,GANADOR
2025-11-27 01:06:00,2025-11-27 01:20:00,LARGO,0.426,0.851,0.5,GANADOR
2025-11-27 01:31:00,2025-11-27 02:56:00,LARGO,0.751,1.501,0.5,GANADOR
2025-11-27 03:01:00,2025-11-27 03:33:00,LARGO,0.44,0.872,0.504,GANADOR
2025-11-28 13:46:00,2025-11-28 13:50:00,LARGO,0.137,0.273,0.502,GANADOR
2025-11-28 14:01:00,2025-11-28 14:31:00,LARGO,0.665,1.324,0.502,GANADOR
2025-11-28 14:46:00,2025-11-28 15:51:00,LARGO,0.349,0.696,0.502,GANADOR
2025-12-01 04:17:00,2025-12-01 06:00:00,CORTO,0.201,0.404,0.497,GANADOR
2025-12-01 07:03:00,2025-12-01 07:44:00,CORTO,-0.311,-0.622,0.499,PERDEDOR
2025-12-01 12:02:00,2025-12-01 12:51:00,CORTO,1.199,2.409,0.497,GANADOR
2025-12-03 04:28:00,2025-12-03 06:44:00,LARGO,0.353,0.708,0.499,GANADOR
2025-12-03 06:46:00,2025-12-03 07:16:00,LARGO,-0.173,-0.345,0.502,PERDEDOR
2025-12-03 09:56:00,2025-12-03 10:41:00,LARGO,-0.263,-0.526,0.501,PERDEDOR
2025-12-09 16:43:00,2025-12-09 17:17:00,LARGO,0.001,0.002,0.501,GANADOR
2025-12-09 18:21:00,2025-12-09 18:51:00,LARGO,-0.488,-0.975,0.5,PERDEDOR
2025-12-14 11:38:00,2025-12-14 11:46:00,CORTO,0.193,0.387,0.498,GANADOR
2025-12-14 12:02:00,2025-12-14 12:41:00,CORTO,-0.431,-0.862,0.5,PERDEDOR
2025-12-14 13:03:00,2025-12-14 14:00:00,CORTO,-0.425,-0.85,0.5,PERDEDOR
2025-12-15 15:03:00,2025-12-15 15:05:00,CORTO,-0.378,-0.757,0.499,PERDEDOR
2025-12-15 15:16:00,2025-12-15 15:31:00,CORTO,0.478,0.965,0.496,GANADOR
2025-12-15 15:46:00,2025-12-15 16:09:00,CORTO,0.394,0.793,0.497,GANADOR
2025-12-18 19:46:00,2025-12-18 20:02:00,CORTO,0.276,0.556,0.496,GANADOR
2025-12-18 21:01:00,2025-12-18 21:28:00,CORTO,-0.317,-0.634,0.5,PERDEDOR
2025-12-22 12:31:00,2025-12-22 12:35:00,LARGO,-0.356,-0.714,0.499,PERDEDOR
2025-12-29 03:33:00,2025-12-29 05:54:00,LARGO,0.326,0.65,0.502,GANADOR
2025-12-29 06:02:00,2025-12-29 07:08:00,LARGO,0.01,0.02,0.502,GANADOR
2025-12-29 08:35:00,2025-12-29 09:26:00,LARGO,-0.385,-0.769,0.501,PERDEDOR
2026-01-02 16:31:00,2026-01-02 16:42:00,LARGO,-0.08,-0.161,0.499,PERDEDOR
2026-01-02 17:03:00,2026-01-02 17:31:00,LARGO,0.083,0.165,0.502,GANADOR
2026-02-02 03:19:00,2026-02-02 03:24:00,CORTO,0.121,0.243,0.497,GANADOR
2026-02-02 03:31:00,2026-02-02 03:34:00,CORTO,0.505,1.024,0.493,GANADOR
2026-02-02 03:49:00,2026-02-02 03:52:00,CORTO,-0.465,-0.923,0.504,PERDEDOR
2026-02-03 18:18:00,2026-02-03 18:22:00,CORTO,-0.175,-0.353,0.496,PERDEDOR
2026-02-03 18:31:00,2026-02-03 19:06:00,CORTO,1.645,3.331,0.494,GANADOR
2026-02-04 17:31:00,2026-02-04 17:41:00,CORTO,0.586,1.176,0.498,GANADOR
2026-02-04 21:46:00,2026-02-04 21:56:00,CORTO,0.586,1.176,0.498,GANADOR
2026-02-04 22:07:00,2026-02-04 22:14:00,CORTO,0.898,1.814,0.495,GANADOR
2026-02-05 02:17:00,2026-02-05 02:19:00,CORTO,-0.589,-1.171,0.503,PERDEDOR
2026-02-05 02:56:00,2026-02-05 03:00:00,CORTO,0.161,0.325,0.497,GANADOR
2026-02-05 03:17:00,2026-02-05 04:09:00,CORTO,0.924,1.856,0.498,GANADOR
2026-02-06 00:04:00,2026-02-06 00:04:00,CORTO,-0.709,-1.164,0.609,PERDEDOR
2026-02-06 00:16:00,2026-02-06 00:19:00,CORTO,2.342,3.718,0.63,GANADOR
2026-02-12 16:54:00,2026-02-12 17:02:00,CORTO,-0.359,-0.716,0.501,PERDEDOR
2026-02-12 18:32:00,2026-02-12 18:38:00,CORTO,0.303,0.61,0.497,GANADOR
2026-02-12 18:46:00,2026-02-12 19:19:00,CORTO,0.188,0.377,0.499,GANADOR
2026-02-15 07:19:00,2026-02-15 08:28:00,LARGO,0.0,0.001,0.501,GANADOR
2026-02-15 08:31:00,2026-02-15 10:06:00,LARGO,-0.44,-0.882,0.499,PERDEDOR
2026-02-19 13:49:00,2026-02-19 14:38:00,CORTO,-0.266,-0.532,0.5,PERDEDOR
2026-02-23 01:09:00,2026-02-23 01:27:00,CORTO,0.459,0.92,0.499,GANADOR
2026-02-23 01:31:00,2026-02-23 01:38:00,CORTO,0.3,0.605,0.496,GANADOR
