date,entry_time,exit_time,direction,entry,exit,so,stop_level,band_upper,band_lower,atr14,n,pnl,equity,reason,period
2019-10-11,15:20,15:25,LONG,7908.5,7907.75,7843.0,7843.0,7907.61,7778.39,129.21,2,-4.24,22494.58,EOD,IS
2019-10-15,11:00,15:25,LONG,7948.5,7962.75,7875.5,7875.5,7938.57,7812.43,126.14,2,55.76,22550.34,EOD,IS
2019-10-18,12:30,15:25,SHORT,7849.0,7898.75,7942.75,7942.75,7998.4,7887.1,111.3,4,-400.48,22149.86,EOD,IS
2019-10-22,14:35,15:25,SHORT,7918.5,7905.0,7973.0,7973.0,8027.41,7918.59,108.82,3,79.14,22229.0,EOD,IS
2019-10-25,10:25,15:25,LONG,7992.25,8028.5,7930.0,7930.0,7975.74,7884.26,91.48,3,215.64,22444.64,EOD,IS
2019-10-31,10:35,15:25,SHORT,8056.0,8070.5,8113.0,8113.0,8156.75,8069.25,87.5,4,-118.48,22326.16,EOD,IS
2019-12-26,14:15,15:25,LONG,8790.25,8783.0,8740.25,8740.25,8788.21,8692.29,95.93,3,-45.36,22280.8,EOD,IS
2019-12-30,09:50,15:25,SHORT,8723.75,8740.25,8787.25,8787.25,8835.55,8738.95,96.61,3,-100.86,22179.94,EOD,IS
2020-01-03,09:50,15:25,LONG,8821.75,8828.0,8772.0,8772.0,8817.77,8726.23,91.54,3,35.64,22215.58,EOD,IS
2020-01-06,10:05,15:25,LONG,8798.25,8843.25,8739.0,8739.0,8786.79,8691.21,95.57,3,268.14,22483.72,EOD,IS
2020-01-08,11:55,15:25,LONG,8926.25,8969.75,8861.0,8861.0,8910.26,8811.74,98.52,3,259.14,22742.86,EOD,IS
2020-01-10,15:20,15:25,SHORT,8986.25,8986.75,9038.25,9038.25,9090.83,8985.67,105.16,4,-6.48,22736.38,EOD,IS
2020-01-13,14:35,15:25,LONG,9076.0,9066.5,9017.25,9017.25,9070.68,8963.82,106.86,5,-98.1,22638.28,EOD,IS
2020-01-28,11:35,15:25,LONG,9088.25,9118.0,9023.75,9023.75,9071.36,8976.14,95.21,3,176.64,22814.92,EOD,IS
2020-01-29,10:05,14:00,SHORT,9081.0,9149.25,9149.0,9149.0,9200.34,9097.66,102.68,2,-274.24,22540.68,STOP,IS
2020-01-30,09:50,10:40,LONG,9097.0,9051.5,9051.75,9051.75,9101.73,9001.77,99.96,2,-183.24,22357.44,STOP,IS
2020-01-30,15:05,15:25,LONG,9094.5,9113.5,9051.75,9051.75,9101.73,9001.77,99.96,2,74.76,22432.2,EOD,IS
2020-01-31,09:55,15:25,SHORT,9128.5,8992.5,9181.75,9181.75,9232.86,9130.64,102.21,2,542.76,22974.96,EOD,IS
2020-02-03,10:05,15:25,LONG,9133.25,9143.5,9041.5,9041.5,9097.71,8985.29,112.43,2,39.76,23014.72,EOD,IS
2020-02-04,11:40,15:25,LONG,9319.25,9356.0,9258.0,9258.0,9316.26,9199.74,116.52,2,145.76,23160.48,EOD,IS
2020-02-05,10:20,15:25,SHORT,9376.5,9378.75,9457.0,9457.0,9521.27,9392.73,128.54,2,-10.24,23150.24,EOD,IS
2020-02-10,10:20,15:25,LONG,9457.25,9508.25,9380.0,9380.0,9447.57,9312.43,135.14,3,304.14,23454.38,EOD,IS
2020-02-11,15:20,15:25,SHORT,9521.5,9522.25,9576.75,9576.75,9647.9,9505.6,142.3,3,-6.36,23448.02,EOD,IS
2020-02-13,11:35,15:25,LONG,9624.25,9614.75,9549.75,9549.75,9622.71,9476.79,145.93,4,-78.48,23369.54,EOD,IS
2020-02-20,11:50,15:25,SHORT,9597.0,9622.75,9705.0,9705.0,9767.48,9642.52,124.96,5,-260.6,23108.94,EOD,IS
2020-02-21,09:50,15:25,SHORT,9507.75,9426.5,9589.75,9589.75,9655.38,9524.12,131.25,4,647.52,23756.46,EOD,IS
2020-02-24,09:55,11:45,LONG,9184.0,9104.0,9104.25,9104.25,9170.02,9038.48,131.54,3,-481.86,23274.6,STOP,IS
2020-02-24,15:05,15:25,LONG,9173.5,9142.75,9104.25,9104.25,9170.02,9038.48,131.54,3,-186.36,23088.24,EOD,IS
2020-02-25,10:35,15:25,SHORT,9048.0,8859.75,9159.25,9159.25,9233.95,9084.55,149.39,2,751.76,23840.0,EOD,IS
2020-02-26,09:50,12:10,LONG,8970.75,8898.5,8890.25,8890.25,8970.39,8810.11,160.29,2,-290.24,23549.76,STOP,IS
2020-02-27,10:35,10:55,SHORT,8581.5,8657.75,8657.5,8657.5,8740.57,8574.43,166.14,2,-306.24,23243.52,STOP,IS
2020-02-27,12:20,13:40,LONG,8696.75,8657.25,8657.5,8657.5,8740.57,8574.43,166.14,2,-159.24,23084.28,STOP,IS
2020-03-02,10:35,10:45,SHORT,8519.5,8564.25,8564.0,8564.0,8659.78,8468.22,191.55,1,-90.12,22994.16,STOP,IS
2020-03-02,12:00,15:25,LONG,8721.5,8703.5,8564.0,8564.0,8659.78,8468.22,191.55,1,-36.62,22957.54,EOD,IS
2020-03-03,11:35,15:25,SHORT,8795.0,8699.75,8901.25,8901.25,9010.19,8792.31,217.88,1,189.88,23147.42,EOD,IS
2020-03-05,11:20,12:40,LONG,8837.25,8716.5,8716.75,8716.75,8846.77,8586.73,260.04,1,-242.12,22905.3,STOP,IS
2020-03-06,10:50,12:30,LONG,8522.5,8429.0,8384.75,8384.75,8523.12,8246.38,276.73,1,-187.62,22717.68,STOP,IS
2020-03-10,11:35,15:05,SHORT,7969.5,8220.25,8237.0,8237.0,8384.27,8089.73,294.54,1,-502.12,22215.56,STOP,IS
2020-03-11,14:30,15:25,SHORT,7983.75,7952.5,8163.75,8163.75,8330.41,7997.09,333.32,1,61.88,22277.44,EOD,IS
2020-03-13,11:05,15:25,SHORT,7507.75,7555.25,7696.25,7696.25,7876.97,7515.53,361.45,1,-95.62,22181.82,EOD,IS
2020-03-17,11:20,15:25,LONG,7327.25,7337.75,7182.0,7182.0,7383.98,6980.02,403.96,1,20.38,22202.2,EOD,IS
2020-03-19,11:50,15:25,LONG,7414.75,7442.0,7198.5,7198.5,7428.58,6968.42,460.16,1,53.88,22256.08,EOD,IS
2020-04-14,13:35,15:25,LONG,8664.5,8674.5,8486.75,8486.75,8647.59,8325.91,321.68,1,19.38,22275.46,EOD,IS
2020-04-17,14:40,15:25,SHORT,8706.25,8759.5,8848.0,8848.0,8988.32,8707.68,280.64,1,-107.12,22168.34,EOD,IS
2020-04-21,11:00,15:25,SHORT,8394.25,8446.25,8631.25,8631.25,8760.79,8501.71,259.09,1,-104.62,22063.72,EOD,IS
2020-04-28,10:25,15:25,SHORT,8776.0,8724.75,8903.5,8903.5,9015.37,8791.63,223.73,1,101.88,22165.6,EOD,IS
2020-04-29,15:05,15:25,LONG,8983.0,9006.25,8860.0,8860.0,8971.26,8748.74,222.52,1,45.88,22211.48,EOD,IS
2020-05-11,12:35,15:25,LONG,9275.0,9315.75,9157.5,9157.5,9265.0,9050.0,215.0,2,161.76,22373.24,EOD,IS
2020-05-13,11:55,15:25,SHORT,8995.5,8917.75,9122.25,9122.25,9221.1,9023.4,197.7,2,309.76,22683.0,EOD,IS
2020-05-15,13:15,15:25,LONG,9080.5,9116.5,8961.25,8961.25,9066.02,8856.48,209.54,2,142.76,22825.76,EOD,IS
2020-05-21,11:25,15:25,SHORT,9382.25,9400.0,9483.5,9483.5,9585.96,9381.04,204.91,3,-108.36,22717.4,EOD,IS
2020-05-26,11:45,15:25,SHORT,9426.25,9424.5,9558.75,9558.75,9652.88,9464.62,188.27,2,5.76,22723.16,EOD,IS
2020-05-27,10:50,14:00,SHORT,9214.25,9361.25,9361.0,9361.0,9454.96,9267.04,187.91,2,-589.24,22133.92,STOP,IS
2020-05-28,10:50,15:25,LONG,9485.5,9466.0,9382.75,9382.75,9481.29,9284.21,197.09,2,-79.24,22054.68,EOD,IS
2020-06-05,09:55,15:25,LONG,9757.0,9840.5,9670.5,9670.5,9754.93,9586.07,168.86,4,665.52,22720.2,EOD,IS
2020-06-09,11:05,15:25,LONG,9968.5,9994.75,9857.75,9857.75,9940.49,9775.01,165.48,3,155.64,22875.84,EOD,IS
2020-06-10,14:20,15:25,LONG,10130.0,10150.5,10038.25,10038.25,10121.96,9954.54,167.41,3,121.14,22996.98,EOD,IS
2020-06-11,12:20,15:25,SHORT,9795.5,9613.5,9926.75,9926.75,10009.96,9843.54,166.43,3,1090.14,24087.12,EOD,IS
2020-06-12,11:05,15:25,SHORT,9665.25,9581.75,9795.75,9795.75,9891.44,9700.06,191.38,1,166.38,24253.5,EOD,IS
2020-06-15,10:20,15:25,LONG,9604.25,9754.25,9522.75,9522.75,9627.54,9417.96,209.59,1,299.38,24552.88,EOD,IS
2020-06-16,11:05,15:25,SHORT,9903.5,9920.75,9987.0,9987.0,10096.45,9877.55,218.89,1,-35.12,24517.76,EOD,IS
2020-06-22,12:50,15:25,LONG,10089.5,10078.0,9990.5,9990.5,10096.39,9884.61,211.79,1,-23.62,24494.14,EOD,IS
2020-06-23,13:50,15:25,LONG,10283.5,10212.0,10181.25,10181.25,10285.21,10077.29,207.91,3,-430.86,24063.28,EOD,IS
2020-06-24,11:25,15:25,SHORT,10022.75,10008.25,10167.25,10167.25,10274.08,10060.42,213.66,3,85.14,24148.42,EOD,IS
2020-06-26,10:25,15:25,SHORT,9927.5,9879.0,10072.75,10072.75,10189.16,9956.34,232.82,2,192.76,24341.18,EOD,IS
2020-07-01,15:10,15:25,LONG,10277.25,10289.25,10148.75,10148.75,10268.64,10028.86,239.79,2,46.76,24387.94,EOD,IS
2020-07-06,11:45,15:25,LONG,10608.25,10566.75,10470.0,10470.0,10597.26,10342.74,254.52,2,-167.24,24220.7,EOD,IS
2020-07-09,11:05,14:55,SHORT,10612.0,10734.25,10734.0,10734.0,10845.62,10622.38,223.25,2,-490.24,23730.46,STOP,IS
2020-07-13,11:20,14:00,LONG,11046.0,10937.25,10937.5,10937.5,11043.92,10831.08,212.84,3,-654.36,23076.1,STOP,IS
2020-07-13,14:35,15:25,SHORT,10830.25,10703.75,10937.5,10937.5,11043.92,10831.08,212.84,3,757.14,23833.24,EOD,IS
2020-07-14,14:25,15:25,LONG,10621.25,10601.5,10492.75,10492.75,10612.85,10372.65,240.2,2,-80.24,23753.0,EOD,IS
2020-07-15,12:05,15:25,SHORT,10574.25,10681.25,10724.75,10724.75,10851.48,10598.02,253.46,2,-429.24,23323.76,EOD,IS
2020-07-20,11:40,15:25,LONG,10801.5,10926.75,10659.75,10659.75,10781.85,10537.65,244.2,3,749.64,24073.4,EOD,IS
2020-07-21,11:55,15:25,SHORT,10849.0,10831.75,11001.25,11001.25,11126.74,10875.76,250.98,2,67.76,24141.16,EOD,IS
2020-07-23,12:40,15:25,SHORT,10690.25,10561.25,10842.75,10842.75,10960.18,10725.32,234.86,2,514.76,24655.92,EOD,IS
2020-07-30,12:20,15:25,LONG,10687.75,10724.75,10566.5,10566.5,10689.62,10443.38,246.25,2,146.76,24802.68,EOD,IS
2020-07-31,10:20,15:25,SHORT,10752.5,10839.25,10895.5,10895.5,11018.91,10772.09,246.82,2,-348.24,24454.44,EOD,IS
2020-08-06,14:10,15:25,LONG,11215.75,11256.0,11098.75,11098.75,11196.92,11000.58,196.34,3,239.64,24694.08,EOD,IS
2020-08-07,13:20,15:25,SHORT,11088.25,11085.5,11233.25,11233.25,11333.81,11132.69,201.12,3,14.64,24708.72,EOD,IS
2020-08-10,11:00,15:25,SHORT,10970.5,11052.75,11137.75,11137.75,11233.82,11041.68,192.14,3,-495.36,24213.36,EOD,IS
2020-08-12,10:05,15:25,LONG,11056.0,11156.0,10957.75,10957.75,11057.43,10858.07,199.36,2,398.76,24612.12,EOD,IS
2020-08-20,11:00,15:25,LONG,11391.75,11464.0,11284.25,11284.25,11370.82,11197.68,173.14,4,575.52,25187.64,EOD,IS
2020-08-24,10:55,15:25,SHORT,11547.25,11592.5,11687.25,11687.25,11772.49,11602.01,170.48,4,-364.48,24823.16,EOD,IS
2020-08-25,11:20,15:25,LONG,11675.75,11710.25,11591.0,11591.0,11679.72,11502.28,177.45,4,273.52,25096.68,EOD,IS
2020-08-26,11:45,15:25,LONG,11883.5,11950.5,11768.75,11768.75,11860.36,11677.14,183.21,4,533.52,25630.2,EOD,IS
2020-08-27,12:55,15:25,SHORT,11869.5,11974.75,12013.5,12013.5,12107.29,11919.71,187.57,4,-844.48,24785.72,EOD,IS
2020-08-31,13:25,15:25,LONG,12122.0,12137.25,12017.5,12017.5,12106.05,11928.95,177.11,4,119.52,24905.24,EOD,IS
2020-09-02,10:10,15:25,SHORT,12309.25,12411.5,12432.25,12432.25,12514.63,12349.87,164.77,3,-615.36,24289.88,EOD,IS
2020-09-03,10:25,15:25,SHORT,12060.75,11662.5,12224.5,12224.5,12311.41,12137.59,173.82,4,3183.52,27473.4,EOD,IS
2020-09-04,10:20,15:20,SHORT,11405.25,11714.25,11714.0,11714.0,11823.83,11604.17,219.66,1,-618.62,26854.78,STOP,IS
2020-09-08,10:30,14:35,LONG,11340.0,11157.75,11158.0,11158.0,11287.87,11028.13,259.73,1,-365.12,26489.66,STOP,IS
2020-09-09,13:10,15:25,LONG,11464.0,11461.75,11293.5,11293.5,11438.4,11148.6,289.8,1,-5.12,26484.54,EOD,IS
2020-09-10,12:50,15:25,SHORT,11371.5,11141.75,11518.0,11518.0,11672.59,11363.41,309.18,1,458.88,26943.42,EOD,IS
2020-09-11,12:45,15:25,SHORT,11063.0,11099.75,11244.75,11244.75,11408.24,11081.26,326.98,1,-74.12,26869.3,EOD,IS
2020-09-23,14:10,15:25,SHORT,10936.75,10850.0,11153.0,11153.0,11349.17,10956.83,392.34,2,345.76,27215.06,EOD,IS
2020-09-24,11:35,15:25,LONG,10931.5,10828.5,10719.5,10719.5,10921.77,10517.23,404.54,2,-413.24,26801.82,EOD,IS
2020-09-25,15:10,15:25,LONG,11136.25,11144.75,10895.0,10895.0,11098.85,10691.15,407.7,2,32.76,26834.58,EOD,IS
2020-09-30,11:55,15:25,LONG,11489.5,11379.75,11320.0,11320.0,11475.31,11164.69,310.62,2,-440.24,26394.34,EOD,IS
2020-10-02,10:20,11:40,LONG,11438.5,11322.5,11316.75,11316.75,11454.97,11178.53,276.45,3,-697.86,25696.48,STOP,IS
2020-10-05,15:20,15:25,LONG,11479.0,11487.5,11325.25,11325.25,11464.36,11186.14,278.21,2,32.76,25729.24,EOD,IS
2020-10-12,12:35,15:25,LONG,12082.5,12115.75,11912.5,11912.5,12035.52,11789.48,246.04,2,131.76,25861.0,EOD,IS
2020-10-14,12:25,15:25,SHORT,11933.75,12001.25,12111.0,12111.0,12234.01,11987.99,246.02,3,-406.86,25454.14,EOD,IS
2020-10-15,15:20,15:25,LONG,11894.75,11903.25,11775.5,11775.5,11896.49,11654.51,241.98,2,32.76,25486.9,EOD,IS
2020-10-19,10:55,15:25,SHORT,11799.0,11621.75,11909.5,11909.5,12025.94,11793.06,232.88,2,707.76,26194.66,EOD,IS
2020-10-22,10:35,15:25,SHORT,11560.5,11664.5,11686.75,11686.75,11810.09,11563.41,246.68,3,-625.86,25568.8,EOD,IS
2020-10-23,11:50,15:25,SHORT,11564.0,11643.5,11677.75,11677.75,11795.55,11559.95,235.61,3,-478.86,25089.94,EOD,IS
2020-10-26,11:35,15:25,SHORT,11481.0,11458.5,11576.25,11576.25,11689.68,11462.82,226.86,3,133.14,25223.08,EOD,IS
2020-10-28,10:05,15:25,SHORT,11288.0,11240.0,11400.5,11400.5,11512.91,11288.09,224.82,3,286.14,25509.22,EOD,IS
2020-10-29,11:30,15:25,LONG,11317.0,11418.0,11189.5,11189.5,11314.93,11064.07,250.86,2,402.76,25911.98,EOD,IS
2020-10-30,10:35,15:25,SHORT,11061.75,10974.25,11246.25,11246.25,11376.78,11115.72,261.05,1,174.38,26086.36,EOD,IS
2020-11-02,13:20,15:25,SHORT,10984.25,11036.25,11140.0,11140.0,11266.79,11013.21,253.57,1,-104.62,25981.74,EOD,IS
2020-11-03,10:25,15:25,LONG,11302.0,11293.75,11143.75,11143.75,11274.33,11013.17,261.16,1,-17.12,25964.62,EOD,IS
2020-11-04,10:35,15:25,LONG,11725.5,11741.5,11628.0,11628.0,11759.54,11496.46,263.09,1,31.38,25996.0,EOD,IS
2020-11-09,14:25,15:25,SHORT,12003.5,11964.25,12191.25,12191.25,12335.76,12046.74,289.02,2,155.76,26151.76,EOD,IS
2020-11-11,14:10,15:25,LONG,11882.75,11850.5,11719.25,11719.25,11879.05,11559.45,319.61,1,-65.12,26086.64,EOD,IS
2020-11-23,11:35,15:25,SHORT,11837.25,11922.75,11946.25,11946.25,12070.62,11821.88,248.73,3,-514.86,25571.78,EOD,IS
2020-11-24,13:50,15:25,LONG,12072.5,12078.5,11949.25,11949.25,12070.59,11827.91,242.68,3,34.14,25605.92,EOD,IS
2020-11-30,10:50,14:50,SHORT,12145.75,12264.25,12270.75,12270.75,12370.18,12171.32,198.86,4,-950.48,24655.44,STOP,IS
2020-12-01,12:35,15:25,LONG,12472.75,12447.5,12376.0,12376.0,12475.01,12276.99,198.02,3,-153.36,24502.08,EOD,IS
2020-12-09,12:20,15:25,SHORT,12543.5,12309.25,12631.25,12631.25,12704.1,12558.4,145.7,6,2807.28,27309.36,EOD,IS
2020-12-10,10:10,15:25,LONG,12380.25,12401.25,12264.75,12264.75,12346.4,12183.1,163.3,3,124.14,27433.5,EOD,IS
2020-12-11,12:40,13:50,SHORT,12247.0,12330.25,12330.0,12330.0,12414.99,12245.01,169.98,3,-501.36,26932.14,STOP,IS
2020-12-14,10:05,15:25,LONG,12510.5,12511.5,12421.25,12421.25,12506.44,12336.06,170.38,3,4.14,26936.28,EOD,IS
2020-12-21,10:20,11:40,SHORT,12511.5,12581.75,12581.5,12581.5,12663.54,12499.46,164.09,6,-846.72,26089.56,STOP,IS
2020-12-21,13:20,15:25,LONG,12671.25,12666.25,12581.5,12581.5,12663.54,12499.46,164.09,6,-63.72,26025.84,EOD,IS
2020-12-22,11:50,15:25,SHORT,12637.0,12688.75,12719.0,12719.0,12803.71,12634.29,169.43,5,-520.6,25505.24,EOD,IS
2021-01-04,11:10,15:25,SHORT,12733.5,12650.25,12933.75,12933.75,13016.32,12851.18,165.14,4,663.52,26168.76,EOD,IS
2021-01-05,09:55,15:25,LONG,12751.75,12758.75,12650.5,12650.5,12736.09,12564.91,171.18,3,40.14,26208.9,EOD,IS
2021-01-06,10:25,15:25,LONG,12700.75,12655.25,12598.0,12598.0,12680.75,12515.25,165.5,4,-366.48,25842.42,EOD,IS
2021-01-07,10:20,15:25,LONG,12871.0,12946.5,12727.5,12727.5,12813.12,12641.88,171.23,3,451.14,26293.56,EOD,IS
2021-01-12,12:25,14:00,SHORT,12814.25,12903.0,12902.75,12902.75,12998.76,12806.74,192.02,2,-356.24,25937.32,STOP,IS
2021-01-13,14:05,15:25,LONG,12992.75,12963.25,12889.5,12889.5,12988.65,12790.35,198.3,2,-119.24,25818.08,EOD,IS
2021-01-15,10:25,15:25,SHORT,12792.0,12824.25,12889.75,12889.75,12983.12,12796.38,186.73,3,-195.36,25622.72,EOD,IS
2021-01-19,15:05,15:25,LONG,13003.0,12988.5,12896.25,12896.25,12993.16,12799.34,193.82,4,-118.48,25504.24,EOD,IS
2021-01-20,10:35,15:25,LONG,13239.25,13310.25,13136.75,13136.75,13233.68,13039.82,193.86,3,424.14,25928.38,EOD,IS
2021-01-25,11:20,15:25,SHORT,13353.25,13399.0,13497.75,13497.75,13603.91,13391.59,212.32,3,-276.36,25652.02,EOD,IS
2021-01-27,09:50,15:25,SHORT,13217.25,13074.0,13389.75,13389.75,13492.4,13287.1,205.3,3,857.64,26509.66,EOD,IS
2021-01-28,10:20,15:25,LONG,13236.25,13258.5,13155.0,13155.0,13265.5,13044.5,221.0,2,87.76,26597.42,EOD,IS
2021-01-29,11:35,15:25,SHORT,12992.25,12976.0,13110.5,13110.5,13218.62,13002.38,216.23,2,63.76,26661.18,EOD,IS
2021-02-01,11:50,15:25,LONG,13191.5,13248.5,13051.5,13051.5,13165.93,12937.07,228.86,2,226.76,26887.94,EOD,IS
2021-02-02,13:50,15:25,LONG,13473.25,13480.75,13352.25,13352.25,13471.61,13232.89,238.71,2,28.76,26916.7,EOD,IS
2021-02-10,10:35,15:25,SHORT,13599.0,13663.25,13742.75,13742.75,13851.02,13634.48,216.54,4,-516.48,26400.22,EOD,IS
2021-02-18,15:10,15:25,LONG,13661.75,13652.75,13543.75,13543.75,13643.39,13444.11,199.29,5,-93.1,26307.12,EOD,IS
2021-02-19,12:40,15:25,SHORT,13595.25,13596.5,13696.0,13696.0,13794.11,13597.89,196.21,5,-15.6,26291.52,EOD,IS
2021-02-22,11:05,15:25,SHORT,13294.75,13254.25,13391.25,13391.25,13482.62,13299.88,182.73,6,482.28,26773.8,EOD,IS
2021-02-23,09:50,10:20,SHORT,12863.5,13001.25,13001.0,13001.0,13092.45,12909.55,182.89,3,-828.36,25945.44,STOP,IS
2021-02-23,11:05,11:40,LONG,13093.5,13000.75,13001.0,13001.0,13092.45,12909.55,182.89,3,-558.36,25387.08,STOP,IS
2021-02-23,12:50,13:20,SHORT,12954.5,13001.25,13001.0,13001.0,13092.45,12909.55,182.89,3,-282.36,25104.72,STOP,IS
2021-02-24,11:35,15:25,LONG,13177.25,13273.75,13074.5,13074.5,13174.39,12974.61,199.79,3,577.14,25681.86,EOD,IS
2021-02-25,11:50,15:25,SHORT,13034.25,12826.75,13181.0,13181.0,13287.66,13074.34,213.32,3,1243.14,26925.0,EOD,IS
2021-02-26,10:35,10:50,SHORT,12870.0,12952.25,12952.0,12952.0,13071.77,12832.23,239.54,2,-330.24,26594.76,STOP,IS
2021-02-26,12:20,13:50,LONG,13070.25,12951.75,12952.0,12952.0,13071.77,12832.23,239.54,2,-475.24,26119.52,STOP,IS
2021-03-01,14:20,15:25,LONG,13245.5,13271.75,13098.5,13098.5,13226.09,12970.91,255.18,2,103.76,26223.28,EOD,IS
2021-03-02,11:25,15:25,SHORT,13153.5,13112.75,13297.5,13297.5,13435.68,13159.32,276.36,1,80.88,26304.16,EOD,IS
2021-03-03,10:20,15:25,SHORT,12862.0,12717.25,13012.75,13012.75,13156.82,12868.68,288.14,1,288.88,26593.04,EOD,IS
2021-03-04,10:20,10:35,SHORT,12578.5,12664.5,12664.25,12664.25,12813.23,12515.27,297.96,1,-172.62,26420.42,STOP,IS
2021-03-04,13:25,15:25,SHORT,12495.0,12461.5,12664.25,12664.25,12813.23,12515.27,297.96,1,66.38,26486.8,EOD,IS
2021-03-05,10:40,13:15,SHORT,12351.25,12583.25,12583.0,12583.0,12745.24,12420.76,324.48,1,-464.62,26022.18,STOP,IS
2021-03-08,14:05,15:25,SHORT,12447.5,12341.5,12635.5,12635.5,12809.38,12461.62,347.75,1,211.38,26233.56,EOD,IS
2021-03-09,12:40,15:25,LONG,12787.25,12848.5,12608.75,12608.75,12792.35,12425.15,367.2,2,243.76,26477.32,EOD,IS
2021-03-10,13:40,15:25,SHORT,12755.5,12774.75,12967.75,12967.75,13163.68,12771.82,391.86,1,-39.12,26438.2,EOD,IS
2021-03-17,15:05,15:25,LONG,13268.5,13227.5,13018.0,13018.0,13203.9,12832.1,371.8,2,-165.24,26272.96,EOD,IS
2021-03-22,12:35,15:25,LONG,13131.75,13099.0,12928.75,12928.75,13111.03,12746.47,364.55,2,-132.24,26140.72,EOD,IS
2021-03-24,15:05,15:25,SHORT,12880.0,12861.5,13071.0,13071.0,13249.88,12892.12,357.77,2,72.76,26213.48,EOD,IS
2021-03-31,10:55,15:25,LONG,13106.75,13126.5,12968.25,12968.25,13103.94,12832.56,271.38,3,116.64,26330.12,EOD,IS
2021-04-05,12:35,15:25,LONG,13572.5,13578.25,13419.75,13419.75,13550.9,13288.6,262.3,3,32.64,26362.76,EOD,IS
2021-04-13,15:20,15:25,LONG,13986.5,13991.5,13877.25,13877.25,13977.93,13776.57,201.36,5,46.9,26409.66,EOD,IS
2021-04-14,11:25,15:25,SHORT,13880.75,13830.25,13983.25,13983.25,14083.53,13882.97,200.55,5,501.9,26911.56,EOD,IS
2021-04-19,12:05,15:25,SHORT,13879.75,13863.25,13965.25,13965.25,14056.32,13874.18,182.14,3,97.14,27008.7,EOD,IS
2021-04-20,11:25,15:25,SHORT,13753.0,13786.0,13873.75,13873.75,13965.66,13781.84,183.82,3,-199.86,26808.84,EOD,IS
2021-04-21,11:35,15:25,LONG,13852.5,13872.25,13747.0,13747.0,13840.04,13653.96,186.07,3,116.64,26925.48,EOD,IS
2021-04-22,13:20,15:25,SHORT,13829.25,13736.0,13900.75,13900.75,13992.49,13809.01,183.48,3,557.64,27483.12,EOD,IS
2021-04-23,11:40,15:25,LONG,13916.25,13964.25,13776.25,13776.25,13868.19,13684.31,183.88,4,381.52,27864.64,EOD,IS
2021-04-26,15:20,15:25,LONG,14020.5,13994.75,13933.25,13933.25,14022.7,13843.8,178.89,3,-156.36,27708.28,EOD,IS
2021-04-29,10:20,15:25,SHORT,13949.75,13947.5,14042.25,14042.25,14130.11,13954.39,175.71,4,15.52,27723.8,EOD,IS
2021-04-30,10:35,13:50,LONG,13918.75,13852.25,13852.5,13852.5,13942.55,13762.45,180.11,5,-668.1,27055.7,STOP,IS
2021-05-03,11:30,15:25,SHORT,13808.0,13798.75,13915.0,13915.0,14006.28,13823.72,182.55,5,89.4,27145.1,EOD,IS
2021-05-04,10:05,15:25,SHORT,13534.75,13471.25,13682.5,13682.5,13773.56,13591.44,182.12,6,758.28,27903.38,EOD,IS
2021-05-10,10:10,15:25,SHORT,13539.0,13394.0,13650.0,13650.0,13751.82,13548.18,203.64,3,868.14,28771.52,EOD,IS
2021-05-11,10:05,15:25,LONG,13227.25,13356.5,13113.75,13113.75,13220.7,13006.8,213.89,2,515.76,29287.28,EOD,IS
2021-05-12,12:15,15:25,SHORT,13008.25,13003.0,13133.0,13133.0,13242.29,13023.71,218.57,3,29.64,29316.92,EOD,IS
2021-05-14,12:20,15:25,LONG,13349.75,13403.0,13231.5,13231.5,13345.77,13117.23,228.54,2,211.76,29528.68,EOD,IS
2021-05-19,11:25,15:25,LONG,13125.75,13211.0,12984.25,12984.25,13111.83,12856.67,255.16,2,339.76,29868.44,EOD,IS
2021-05-20,10:35,15:25,LONG,13420.0,13522.0,13292.0,13292.0,13420.67,13163.33,257.34,3,610.14,30478.58,EOD,IS
2021-05-21,12:20,15:25,SHORT,13414.75,13447.75,13552.0,13552.0,13686.44,13417.56,268.88,3,-199.86,30278.72,EOD,IS
2021-05-24,11:20,15:25,LONG,13644.0,13670.0,13509.0,13509.0,13643.38,13374.62,268.75,3,154.14,30432.86,EOD,IS
2021-06-01,10:55,15:25,SHORT,13614.5,13670.0,13752.0,13752.0,13860.14,13643.86,216.29,5,-558.1,29874.76,EOD,IS
2021-06-04,10:05,15:25,LONG,13731.0,13767.0,13610.0,13610.0,13703.76,13516.24,187.52,6,428.28,30303.04,EOD,IS
2021-06-08,11:25,15:25,SHORT,13769.75,13819.75,13879.0,13879.0,13966.38,13791.62,174.77,4,-402.48,29900.56,EOD,IS
2021-06-10,09:55,10:55,LONG,13944.25,13866.75,13830.75,13830.75,13911.21,13750.29,160.93,4,-622.48,29278.08,STOP,IS
2021-06-10,11:40,15:25,LONG,13907.75,13946.25,13830.75,13830.75,13911.21,13750.29,160.93,4,305.52,29583.6,EOD,IS
2021-06-17,10:05,15:25,LONG,14034.25,14193.5,13944.0,13944.0,14018.65,13869.35,149.3,5,1589.4,31173.0,EOD,IS
2021-06-21,13:55,15:25,LONG,14133.75,14110.25,14051.5,14051.5,14133.06,13969.94,163.12,5,-238.1,30934.9,EOD,IS
